Date,Open,High,Low,Close,Adj Close,Volume
2023-08-16,18680.0,18775.0,18060.0,18095.0,17978.96484375,13021
2023-08-17,17810.0,18440.0,17750.0,18405.0,18286.9765625,10232
2023-08-18,18115.0,18350.0,18035.0,18125.0,18008.771484375,4416
2023-08-21,18250.0,18675.0,18125.0,18570.0,18450.91796875,11520
2023-08-22,18795.0,19105.0,18795.0,18970.0,18848.353515625,8281
2023-08-23,18970.0,18975.0,18490.0,18635.0,18515.501953125,9094
2023-08-24,18705.0,18970.0,18625.0,18765.0,18644.66796875,5278
2023-08-25,18460.0,18790.0,18435.0,18720.0,18599.95703125,3955
2023-08-28,18830.0,19020.0,18830.0,18955.0,18833.44921875,13485
2023-08-29,18955.0,18975.0,18735.0,18830.0,18709.251953125,4563
2023-08-30,19075.0,19230.0,19060.0,19110.0,18987.455078125,12298
2023-08-31,19110.0,19295.0,18830.0,19115.0,18992.423828125,2766
2023-09-01,18990.0,18990.0,18670.0,18670.0,18550.27734375,16969
2023-09-04,18500.0,18835.0,18485.0,18640.0,18520.470703125,8319
2023-09-05,18670.0,18765.0,18400.0,18545.0,18426.078125,7841
2023-09-06,18755.0,18755.0,18210.0,18260.0,18142.90625,4165
2023-09-07,18050.0,18255.0,17810.0,17855.0,17740.50390625,8523
2023-09-08,17800.0,17950.0,17660.0,17875.0,17760.375,3769
2023-09-11,17825.0,17890.0,17710.0,17730.0,17616.3046875,1743
2023-09-12,17755.0,17755.0,17340.0,17465.0,17353.00390625,3612
2023-09-13,17185.0,17450.0,16970.0,16970.0,16861.1796875,4694
2023-09-14,16970.0,17310.0,16970.0,17250.0,17139.3828125,3351
2023-09-15,17175.0,17560.0,17175.0,17425.0,17313.26171875,5189
2023-09-18,17305.0,17600.0,17305.0,17500.0,17387.779296875,4983
2023-09-19,17410.0,17525.0,17325.0,17340.0,17228.806640625,1817
2023-09-20,17400.0,17535.0,17295.0,17500.0,17387.779296875,3077
2023-09-21,17495.0,17500.0,17080.0,17140.0,17030.087890625,1195
2023-09-22,17025.0,17050.0,16775.0,16985.0,16876.08203125,2411
2023-09-25,16850.0,17125.0,16510.0,16575.0,16468.7109375,5162
2023-09-26,16455.0,16745.0,16395.0,16400.0,16294.833984375,1819
2023-09-27,16035.0,16565.0,16035.0,16500.0,16394.193359375,67889
2023-10-04,16210.0,16240.0,15670.0,15680.0,15579.451171875,28546
2023-10-05,15965.0,16050.0,15600.0,15610.0,15509.8994140625,10615
2023-10-06,15675.0,15800.0,15595.0,15700.0,15599.322265625,2470
2023-10-10,16010.0,16010.0,15260.0,15330.0,15231.6953125,13294
2023-10-11,15700.0,16085.0,15630.0,16010.0,15907.3349609375,20879
2023-10-12,16020.0,16545.0,16020.0,16430.0,16324.6416015625,3693
2023-10-13,16230.0,16320.0,16095.0,16115.0,16011.6611328125,1509
2023-10-16,15855.0,16070.0,15780.0,16070.0,15966.9501953125,5628
2023-10-17,16120.0,16395.0,16120.0,16125.0,16021.59765625,3299
2023-10-18,15995.0,16085.0,15930.0,15970.0,15867.591796875,1212
2023-10-19,15645.0,15705.0,15505.0,15560.0,15460.220703125,2943
2023-10-20,15300.0,15315.0,14940.0,15000.0,14903.8115234375,6209
2023-10-23,14970.0,15015.0,14740.0,14805.0,14710.0615234375,3844
2023-10-24,14860.0,15100.0,14360.0,15100.0,15003.169921875,4554
2023-10-25,15150.0,15150.0,14585.0,14585.0,14491.47265625,4393
2023-10-26,14200.0,14205.0,13670.0,13750.0,13661.8271484375,6172
2023-10-27,13800.0,14240.0,13760.0,13955.0,13865.5126953125,6257
2023-10-30,13730.0,14405.0,13730.0,14365.0,14272.8837890625,4895
2023-10-31,14320.0,14320.0,13830.0,13905.0,13815.8330078125,66121
2023-11-01,14120.0,14240.0,13765.0,13820.0,13731.3779296875,4706
2023-11-02,13995.0,14460.0,13995.0,14460.0,14367.2744140625,10485
2023-11-03,14745.0,14865.0,14540.0,14705.0,14610.703125,5852
2023-11-06,15500.0,16530.0,15330.0,16505.0,16399.16015625,19368
2023-11-07,16480.0,16740.0,15640.0,16100.0,15996.7578125,8304
