Date,Open,High,Low,Close,Adj Close,Volume
2023-08-16,8245.0,8280.0,8085.0,8115.0,8073.9892578125,827727
2023-08-17,8060.0,8110.0,7950.0,8010.0,7969.52001953125,480788
2023-08-18,7975.0,8035.0,7850.0,7880.0,7840.1767578125,487223
2023-08-21,7870.0,8070.0,7870.0,8005.0,7964.544921875,326339
2023-08-22,7990.0,8090.0,7950.0,8005.0,7964.544921875,276203
2023-08-23,8050.0,8160.0,7930.0,7940.0,7899.87353515625,393715
2023-08-24,7940.0,8115.0,7930.0,8060.0,8019.26708984375,381757
2023-08-25,7995.0,8095.0,7975.0,8030.0,7989.4189453125,264045
2023-08-28,8080.0,8135.0,7920.0,7985.0,7944.64599609375,280621
2023-08-29,8020.0,8220.0,8015.0,8220.0,8178.45849609375,420549
2023-08-30,8275.0,8330.0,8220.0,8330.0,8287.90234375,340315
2023-08-31,8310.0,8535.0,8275.0,8370.0,8327.7001953125,770262
2023-09-01,8290.0,8375.0,8155.0,8185.0,8143.63525390625,364596
2023-09-04,8155.0,8225.0,8110.0,8175.0,8133.68603515625,216728
2023-09-05,8175.0,8320.0,8145.0,8285.0,8243.1298828125,353252
2023-09-06,8295.0,8425.0,8235.0,8380.0,8337.650390625,506619
2023-09-07,8340.0,8500.0,8245.0,8300.0,8258.0546875,519244
2023-09-08,8260.0,8440.0,8250.0,8430.0,8387.3974609375,402070
2023-09-11,8445.0,8680.0,8445.0,8620.0,8576.4375,729038
2023-09-12,8650.0,8745.0,8425.0,8465.0,8422.220703125,980391
2023-09-13,8460.0,8485.0,8255.0,8320.0,8277.953125,305825
2023-09-14,8330.0,8400.0,8270.0,8380.0,8337.650390625,262343
2023-09-15,8370.0,8420.0,8300.0,8315.0,8272.978515625,189804
2023-09-18,8280.0,8425.0,8255.0,8270.0,8228.2060546875,356513
2023-09-19,8275.0,8300.0,8170.0,8230.0,8188.408203125,246889
2023-09-20,8210.0,8210.0,8015.0,8060.0,8019.26708984375,320126
2023-09-21,8005.0,8035.0,7830.0,7850.0,7810.32861328125,634514
2023-09-22,7820.0,7830.0,7720.0,7780.0,7740.68212890625,638455
2023-09-25,7770.0,7840.0,7715.0,7735.0,7695.90966796875,129087
2023-09-26,7755.0,7765.0,7600.0,7610.0,7571.54150390625,213116
2023-09-27,7615.0,7890.0,7615.0,7890.0,7850.12646484375,364027
2023-10-04,7780.0,7815.0,7580.0,7585.0,7546.66748046875,302875
2023-10-05,7685.0,7775.0,7545.0,7545.0,7506.86962890625,196573
2023-10-06,7545.0,7810.0,7545.0,7780.0,7740.68212890625,319764
2023-10-10,7810.0,7845.0,7555.0,7565.0,7526.7685546875,260684
2023-10-11,7740.0,7775.0,7680.0,7700.0,7661.08642578125,385843
2023-10-12,7780.0,7830.0,7725.0,7810.0,7770.53076171875,174040
2023-10-13,7755.0,7760.0,7570.0,7620.0,7581.49072265625,202186
2023-10-16,7545.0,7590.0,7470.0,7550.0,7511.8447265625,242578
2023-10-17,7580.0,7640.0,7500.0,7515.0,7477.021484375,309794
2023-10-18,7480.0,7480.0,7210.0,7210.0,7173.56298828125,667838
2023-10-19,7140.0,7200.0,7030.0,7040.0,7004.421875,1303794
2023-10-20,6995.0,7080.0,6885.0,6975.0,6939.75048828125,496336
2023-10-23,6950.0,7125.0,6940.0,7060.0,7024.32080078125,145734
2023-10-24,7105.0,7170.0,6910.0,7135.0,7098.94189453125,268770
2023-10-25,7180.0,7200.0,7045.0,7115.0,7079.04296875,207105
2023-10-26,6950.0,7035.0,6930.0,6965.0,6929.80078125,239800
2023-10-27,6990.0,7180.0,6935.0,7075.0,7039.2451171875,196962
2023-10-30,7030.0,7120.0,6995.0,7080.0,7044.2197265625,142677
2023-10-31,7060.0,7140.0,6935.0,6950.0,6914.876953125,327967
2023-11-01,6980.0,7050.0,6980.0,7035.0,6999.447265625,150553
2023-11-02,7120.0,7305.0,7115.0,7280.0,7243.208984375,266273
2023-11-03,7315.0,7320.0,7200.0,7305.0,7268.08251953125,281268
2023-11-06,7460.0,7615.0,7355.0,7615.0,7576.51611328125,640194
2023-11-07,7630.0,7705.0,7460.0,7580.0,7541.69287109375,558490
2023-11-08,7630.0,7715.0,7610.0,7630.0,7591.4404296875,505902
2023-11-09,7680.0,7680.0,7545.0,7550.0,7511.8447265625,301229
2023-11-10,7520.0,7580.0,7415.0,7475.0,7437.2236328125,152919
2023-11-13,7510.0,7570.0,7310.0,7310.0,7273.0576171875,1079281
2023-11-14,7375.0,7450.0,7320.0,7445.0,7407.375,1146221
2023-11-15,7550.0,7645.0,7510.0,7645.0,7606.3642578125,205944
2023-11-16,7605.0,7675.0,7575.0,7660.0,7621.28857421875,144936
2023-11-17,7660.0,7660.0,7550.0,7580.0,7541.69287109375,163078
2023-11-20,7600.0,7730.0,7560.0,7705.0,7666.06103515625,137111
2023-11-21,7735.0,7790.0,7685.0,7790.0,7750.6318359375,200993
2023-11-22,7760.0,7800.0,7705.0,7785.0,7745.65673828125,96343
2023-11-23,7770.0,7835.0,7725.0,7810.0,7770.53076171875,128119
2023-11-24,7820.0,7860.0,7755.0,7770.0,7730.73291015625,95165
2023-11-27,7775.0,7785.0,7675.0,7690.0,7651.13720703125,82584
2023-11-28,7675.0,7790.0,7675.0,7790.0,7750.6318359375,126097
2023-11-29,7760.0,7780.0,7650.0,7675.0,7636.212890625,124159
2023-11-30,7660.0,7745.0,7660.0,7745.0,7705.85888671875,127868
2023-12-01,7745.0,7830.0,7730.0,7790.0,7750.6318359375,193196
2023-12-04,7765.0,7780.0,7665.0,7715.0,7676.0107421875,141128
2023-12-05,7690.0,7805.0,7665.0,7745.0,7705.85888671875,246195
2023-12-06,7760.0,7760.0,7655.0,7695.0,7656.11181640625,243934
2023-12-07,7690.0,7795.0,7655.0,7665.0,7626.26318359375,210391
2023-12-08,7705.0,7780.0,7665.0,7775.0,7735.70751953125,211410
2023-12-11,7800.0,7835.0,7765.0,7790.0,7750.6318359375,172409
2023-12-12,7795.0,7850.0,7750.0,7805.0,7765.5556640625,196190
2023-12-13,7785.0,7805.0,7685.0,7700.0,7661.08642578125,202654
2023-12-14,7760.0,7885.0,7760.0,7870.0,7830.2275390625,370511
2023-12-15,7890.0,7920.0,7700.0,7710.0,7671.0361328125,330139
2023-12-18,7770.0,7860.0,7730.0,7825.0,7785.45458984375,823244
2023-12-19,7800.0,7970.0,7790.0,7960.0,7919.7724609375,726773
2023-12-20,8010.0,8050.0,7970.0,8015.0,7974.49462890625,1565538
2023-12-21,7910.0,8090.0,7910.0,8070.0,8029.216796875,368716
2023-12-22,8070.0,8165.0,8025.0,8120.0,8078.9638671875,358541
2023-12-26,8260.0,8325.0,8155.0,8185.0,8143.63525390625,701639
2023-12-27,8250.0,8445.0,8230.0,8290.0,8248.1044921875,3573880
2023-12-28,8335.0,8450.0,8280.0,8425.0,8382.4228515625,2532973
2024-01-02,8460.0,8590.0,8340.0,8590.0,8546.5888671875,1548713
2024-01-03,8535.0,8590.0,8500.0,8590.0,8546.5888671875,770749
2024-01-04,8570.0,8570.0,8265.0,8300.0,8258.0546875,787878
2024-01-05,8325.0,8410.0,8225.0,8315.0,8272.978515625,547115
2024-01-08,8315.0,8335.0,8195.0,8270.0,8228.2060546875,231274
2024-01-09,8325.0,8485.0,8325.0,8460.0,8417.24609375,426335
2024-01-10,8470.0,8490.0,8335.0,8375.0,8332.6748046875,192152
2024-01-11,8390.0,8445.0,8255.0,8440.0,8397.3466796875,239172
2024-01-12,8390.0,8390.0,8125.0,8175.0,8133.68603515625,672414
2024-01-15,8140.0,8165.0,7955.0,7970.0,7929.72216796875,527755
2024-01-16,8000.0,8110.0,7875.0,7945.0,7904.84814453125,497926
2024-01-17,7915.0,7935.0,7670.0,7700.0,7661.08642578125,606925
2024-01-19,7750.0,7815.0,7600.0,7630.0,7591.4404296875,376128
2024-01-22,7640.0,7710.0,7590.0,7645.0,7606.3642578125,359789
2024-01-23,7665.0,7800.0,7660.0,7720.0,7680.9853515625,408723
2024-01-24,7710.0,7720.0,7565.0,7585.0,7546.66748046875,279582
2024-01-25,7565.0,7565.0,7465.0,7515.0,7477.021484375,376624
2024-01-26,7525.0,7670.0,7465.0,7610.0,7571.54150390625,297200
2024-01-29,7640.0,7705.0,7475.0,7515.0,7477.021484375,391222
2024-01-30,7585.0,7630.0,7505.0,7585.0,7546.66748046875,147712
2024-01-31,7560.0,7570.0,7335.0,7340.0,7302.90576171875,541455
2024-02-01,7325.0,7340.0,7140.0,7230.0,7193.4619140625,470274
2024-02-02,7300.0,7405.0,7260.0,7385.0,7347.67822265625,397034
2024-02-05,7385.0,7385.0,7240.0,7270.0,7233.259765625,253284
2024-02-06,7250.0,7295.0,7160.0,7295.0,7258.13330078125,271850
2024-02-07,7295.0,7355.0,7260.0,7295.0,7258.13330078125,286941
2024-02-08,7260.0,7290.0,7230.0,7280.0,7243.208984375,246455
2024-02-13,7595.0,7595.0,7280.0,7500.0,7462.09716796875,632902
2024-02-14,7385.0,7520.0,7360.0,7505.0,7467.07177734375,239914
2024-02-15,7535.0,7575.0,7480.0,7500.0,7462.09716796875,327541
2024-02-16,7565.0,7620.0,7535.0,7600.0,7561.591796875,458025
2024-02-19,7610.0,7665.0,7555.0,7605.0,7566.56640625,297417
2024-02-20,7595.0,7715.0,7590.0,7660.0,7621.28857421875,446071
2024-02-21,7630.0,7715.0,7600.0,7650.0,7611.33935546875,248269
