Date,Open,High,Low,Close,Adj Close,Volume
2023-08-16,12700.0,12710.0,12525.0,12525.0,12496.9423828125,20721
2023-08-17,12540.0,12540.0,12340.0,12450.0,12422.1103515625,7789
2023-08-18,12285.0,12330.0,12145.0,12170.0,12142.7373046875,41351
2023-08-21,12270.0,12390.0,12195.0,12225.0,12197.6142578125,11038
2023-08-22,12310.0,12425.0,12230.0,12235.0,12207.591796875,6211
2023-08-23,12260.0,12280.0,12055.0,12085.0,12057.927734375,12240
2023-08-24,12195.0,12420.0,12150.0,12315.0,12287.4130859375,39726
2023-08-25,12135.0,12140.0,12000.0,12060.0,12032.984375,16375
2023-08-28,12150.0,12205.0,12050.0,12205.0,12177.6591796875,20913
2023-08-29,12270.0,12410.0,12225.0,12365.0,12337.30078125,13360
2023-08-30,12500.0,12535.0,12380.0,12400.0,12372.22265625,19894
2023-08-31,12435.0,12435.0,12255.0,12300.0,12272.4462890625,10295
2023-09-01,12290.0,12360.0,12255.0,12290.0,12262.46875,8393
2023-09-04,12275.0,12285.0,12125.0,12285.0,12257.48046875,11142
2023-09-05,12290.0,12290.0,12205.0,12230.0,12202.603515625,7193
2023-09-06,12260.0,12260.0,12080.0,12190.0,12162.693359375,17489
2023-09-07,12190.0,12340.0,12150.0,12150.0,12122.7822265625,7841
2023-09-08,12245.0,12245.0,12075.0,12170.0,12142.7373046875,20611
2023-09-11,12205.0,12220.0,12095.0,12145.0,12117.7939453125,10564
2023-09-12,12190.0,12485.0,12190.0,12400.0,12372.22265625,16922
2023-09-13,12400.0,12400.0,12195.0,12275.0,12247.5029296875,14860
2023-09-14,12370.0,12440.0,12240.0,12440.0,12412.1328125,5117
2023-09-15,12425.0,12450.0,12310.0,12450.0,12422.1103515625,16390
2023-09-18,12410.0,12515.0,12285.0,12320.0,12292.4013671875,11665
2023-09-19,12340.0,12340.0,12190.0,12230.0,12202.603515625,6551
2023-09-20,12230.0,12230.0,12045.0,12100.0,12072.89453125,9922
2023-09-21,12050.0,12050.0,11685.0,11685.0,11658.82421875,9354
2023-09-22,11540.0,11665.0,11430.0,11555.0,11529.115234375,10835
2023-09-25,11555.0,11695.0,11555.0,11620.0,11593.9697265625,7868
2023-09-26,11635.0,11645.0,11415.0,11415.0,11389.4287109375,10419
2023-09-27,11355.0,11465.0,11285.0,11465.0,11439.3173828125,4196
2023-10-04,11320.0,11320.0,10935.0,10935.0,10910.50390625,13967
